Dascyllus aruanus samples from Fiji
304, 331, 589, 523, 360, 565, 542, 590 
Pop        
Suva_Suva1, 133143 115124 211211 120126 220230 155157 196224 177179
Suva_Suva2, 133133 124127 189199 142152 228230 155155 140196 173177
Suva_Suva3, 141161 118124 203211 138158 226228 159161 196214 165173
Suva_Suva4, 145161 112121 189205 126170 228230 143155 188196 149173
Suva_Suva5, 133161 115121 207219 126138 230236 151155 222234 159181
Suva_Suva6, 133159 121124 177185 136150 226228 155157 222236 155175
Suva_Suva7, 143143 115121 189197 150158 226228 155157 194228 155197
Suva_Suva8, 133143 124127 211215 136154 230232 155157 180234 163181
Suva_Suva9, 143147 121124 173185 126130 222228 147157 194238 173177
Suva_Suva10, 133143 121121 193211 126134 228232 147157 184194 165169
Suva_Suva11, 143143 124127 209211 168172 240258 157157 196254 173181
Suva_Suva12, 141143 121121 183185 158160 228228 147157 212228 175195
Suva_Suva13, 131143 121124 189205 120134 228228 157157 188212 177193
Suva_Suva14, 143161 121124 189213 142154 228228 157157 184212 173193
Suva_Suva15, 133143 121121 205211 160176 244248 177177 214256 189193
Suva_Suva16, 143143 121124 177213 152168 228230 157157 224238 157165
Suva_Suva17, 143143 121121 201205 122134 228230 153155 206212 159185
Suva_Suva18, 141143 121124 199203 152152 228230 155157 188238 173177
Suva_Suva19, 141143 124127 183201 142150 220228 155157 228252 177193
Suva_Suva20, 131143 121124 197207 136154 222230 153165 222228 165175
Suva_Suva21, 141143 124124 185185 136162 204228 153155 212212 165177
Suva_Suva22, 133141 121121 185207 126162 220230 155175 212236 173177
Suva_Suva23, 141143 115127 211219 120120 210234 153157 186220 149177
Suva_Suva24, 141143 115121 177201 142150 228232 147161 212228 173189
Suva_Suva25, 143143 121124 189211 136142 228230 155159 222242 175211
Suva_Suva26, 133145 121124 189191 130152 222228 155155 192204 151167
Suva_Suva27, 143161 121121 207211 140154 228234 153161 222258 155177
Suva_Suva28, 143143 115121 205215 120126 222232 153173 198212 165175
Suva_Suva29, 137137 121121 181207 134136 210228 155161 236254 175197
Suva_Suva30, 143161 124127 183199 120164 222230 147149 238256 177181
Suva_Suva31, 141161 121124 185211 126136 228228 157163 186220 153165
Suva_Suva32, 141143 124127 209211 136154 230230 161163 192260 151171
Suva_Suva33, 139143 121121 183197 126152 228230 163165 188192 165197
Suva_Suva34, 133141 121127 207211 134136 228228 151155 216226 155179
Suva_Suva35, 145145 127133 207209 142142 222226 155159 186236 175179
Suva_Suva36, 141141 121127 177213 136136 228228 147155 228238 173193
Suva_Suva37, 143145 121121 183183 130168 228230 155157 208224 173197
Suva_Suva38, 133143 115124 211221 130136 228230 155161 236258 155171
Suva_Suva39, 143151 121124 205207 120120 228230 153155 184196 155163
Suva_Suva40, 141143 127127 207255 136138 216230 155157 194194 163175
Suva_Suva41, 141143 121121 185201 134136 212228 155163 136228 179181
Suva_Suva42, 143143 121121 185209 158168 228230 153153 138230 155177
Suva_Suva43, 145161 121127 185185 120136 222232 155155 136212 173175
