x
9317.19636564361
6050.18097584872
10275.3258098054
2906.98720868102
12802.4187555299
4971.9720524755
3162.0011923345
6960.39387113257
4958.28197612051
8927.36755509623
7837.98653641659
10132.4799331355
11010.3706726934
8110.14652045505
9039.27368552747
3107.83995528563
3265.83765348783
1878.55991053124
5479.14099310454
6761.02361539286
7208.37419185915
4290.76330623343
15494.6215235962
4081.36825528596
6561.91553419743
7925.93188292273
4334.23623104632
2208.6942393415
10290.3372252701
6362.4556677329
9609.48146298484
4149.78529398851
8409.18099136698
6009.26476120496
7307.67744775015
7641.17324069284
7824.66554836986
8937.70385382087
6023.85396373681
5731.62710397645
2181.31918635042
7932.09591864157
9374.15017882311
1879.44582923372
9240.69846589855
4430.99765830803
5821.53893966273
11586.320176183
4363.62446988167
4987.00165301417
2823.71236178554
8957.57853811521
3123.30583278597
6444.60396147026
4698.48262749753
7016.15988341345
6710.23401069545
8418.27500416615
10424.7046946985
9541.91758215292
5058.87828391476
7614.59023967786
5259.90276752075
9700.28430440576
12842.1177174307
2792.48518720307
6953.13150392838
11885.4868966789
7336.83943344577
12175.4949874238
6377.43897476455
4992.57754676889
10463.7284452587
2823.16529459882
2688.49242607039
5897.12913268618
9973.23773006328
3972.40536407953
7372.79185629471
7427.96822184524
7523.90149860334
4437.61852260073
3904.19889927442
6367.3991502859
4497.68892898021
10275.1220181424
5728.38221839814
3749.501413598
3934.38672114607
8467.20070409737
3406.7669094261
2325.92108842544
8966.30386040605
4567.82980374713
1645.01111066226
3330.40735007271
14692.5490442621
4707.0052124676
5774.25950168065
4796.40903828451
13152.5869520702
8203.15083053324
3208.38453508607
2951.26118972729
6834.85613058074
11650.7539604889
3743.77200127307
5132.64353020711
15095.1002264938
6136.09094408179
3415.2319003619
4428.11011877336
10829.8551241101
1574.14828145909
3883.9108404144
6656.08094994919
9493.27307470675
4171.73767445715
3495.38022798572
4411.67243074718
4672.8501542257
3287.37149348622
2069.3150210061
9772.29984413235
3823.6513750118
6110.6563904327
6384.56658566858
5326.53479416879
12851.0527319151
13330.7673961471
6749.95828609007
6279.26808927598
2271.06633213803
8075.24808423666
5108.28071122736
4602.91455968572
5832.37873550076
3806.27945607497
5920.54110515829
9328.78229992512
8622.2448238756
9482.31266147118
3866.83448296781
6692.5981499129
8652.51553400005
3676.26749212209
8693.80967761126
7210.9900231294
11101.4085588289
8071.55709725784
3121.91465690226
11134.3751867202
4908.08078527629
6689.07225464876
4565.31637980131
9880.1871627896
8798.38945034318
8673.90728647689
6909.28967492261
6037.29081723788
6527.59343189319
13432.4039007672
9635.88709937565
9620.04181331317
8349.81596570633
5811.34499171383
3683.87806818887
7610.65935176209
5226.36671524061
10845.0163672594
4663.20558393142
4234.11248560052
14681.4164765649
3474.92112245262
6147.03476714743
1866.2611827651
8835.65546295907
6772.1043795907
3499.03502157451
4610.05575498871
7808.27419728753
13631.2231689009
3813.58642415451
6344.71126627214
4552.15641692716
6729.81068744897
1348.2730929536
10576.068586011
5293.18962022785
7034.55702397039
5258.89464572326
4043.9699045343
