Sample, Locality
Mo_Mo46-19_40,Fareone
Mo_Mo46-19_41,Fareone
Mo_Mo47-10,Fareone
Mo_Mo47-12,Fareone
Mo_Mo47-15,Fareone
Mo_Mo47-15_45,Fareone
Mo_Mo47-16,Fareone
Mo_Mo47-18,Fareone
Mo_Mo48-60,Fareone
Mo_Mo48-67,Fareone
Mo_Mo48-72,Fareone
Mo_Mo48-91,Fareone
Mo_Mo48-96,Fareone
Mo_Mo59-3,Fareone
Mo_Mo59-5,Fareone
Mo_Mo59-7,Fareone
Mo_Mo59-8,Fareone
Mo_Mo59-10,Fareone
Mo_Mo59-21,Fareone
Mo_Mo59-27,Fareone
Mo_Mo59-29,Fareone
Mo_Mo59-34,Fareone
Mo_Mo59-36,Fareone
Mo_Mo59-37,Fareone
Mo_Mo59-41,Fareone
Mo_Mo59-42,Fareone
Mo_Mo59-43,Fareone
Mo_Mo59-48,Fareone
Mo_Mo59-50,Fareone
Mo_Mo28-62,Fareone
Mo_Mo28-63,Fareone
Mo_Mo28-75,Fareone
Mo_Mo28-76,Fareone
Mo_Mo28-79,Fareone
Mo_Mo28-99,Fareone
Mo_Mo94-83,Fareone
Mo_Mo94-13,Fareone
Mo_Mo94-31,Fareone
Mo_Mo94-37,Fareone
Mo_Mo104-7,Fareone
Mo_Mo104-7_80,Fareone
Mo_Mo104-1,Fareone
Mo_Mo104-2,Fareone
Mo_Mo104-2_83,Fareone
Mo_Mo104-3,Fareone
Mo_Mo104-3_85,Fareone
Mo_Mo104-3_86,Fareone
Mo_Mo104-3_87,Fareone
Mo_Mo107-9,Fareone
Mo_Mo104-1_89,Fareone
Mo_Mo107-2,Fareone
Mo_Mo107-3,Fareone
Mo_Mo107-3_92,Fareone
Mo_Mo112-1,Fareone
Mo_Mo112-8,Fareone
Mo_Mo112-8_95,Fareone
Mo_Mo112-1_96,Fareone
Mo_Mo112-1_97,Fareone
Mo_Mo112-2,Fareone
Mo_Mo112-3,Fareone
Mo_Mo112-3_100,Fareone
Mo_Mo133-1,Fareone
Mo_Mo133-1_102,Fareone
Mo_Mo133-1_103,Fareone
Mo_Mo133-1_104,Fareone
Mo_Mo133-3,Fareone
Mo_Mo133-3_106,Fareone
Mo_Mo133-3_107,Fareone
Mo_Mo133-3_108,Fareone
Mo_Mo62-2,Fareone
Mo_Mo62-4,Fareone
Mo_Mo62-6,Fareone
Mo_Mo62-9,Fareone
Mo_Mo62-11,Fareone
Mo_Mo62-13,Fareone
Mo_Mo62-14,Fareone
Mo_Mo62-15,Fareone
Mo_Mo62-16,Fareone
Mo_Mo62-17,Fareone
Mo_Mo62-18,Fareone
Mo_Mo62-19,Fareone
Mo_Mo62-25,Fareone
Mo_Mo62-28,Fareone
Mo_Mo62-31,Fareone
Mo_Mo62-32,Fareone
Mo_Mo62-33,Fareone
Mo_Mo62-35,Fareone
Mo_Mo62-38,Fareone
Mo_Mo62-39,Fareone
Mo_Mo62-40,Fareone
Mo_Mo62-43,Fareone
Mo_Mo62-44,Fareone
Mo_Mo62-45,Fareone
Mo_Mo62-49,Fareone
Mo_Mo62-51,Fareone
Mo_Mo74-10,Fareone
Mo_Mo74-30,Fareone
Mo_Mo74-32,Fareone
Mo_Mo74-32_138,Fareone
Mo_Mo74-32_139,Fareone
Mo_Mo74-34,Fareone
Mo_Mo78-13,Fareone
Mo_Mo78-18,Fareone
Mo_Mo78-31,Fareone
Mo_Mo81-84,Fareone
Mo_Mo81-30,Fareone
Mo_Mo81-31,Fareone
Mo_Mo81-34,Fareone
Mo_Mo81-34_148,Fareone
Mo_Mo90-10,Fareone
Mo_Mo90-13,Fareone
Mo_Mo90-13_151,Fareone
Mo_Mo90-16,Fareone
Mo_Mo90-16_153,Fareone
Mo_Mo90-16_154,Fareone
Mo_Mo90-18,Fareone
Mo_Mo90-20,Fareone
Mo_Mo90-23,Fareone
Mo_Mo141-2,Fareone
Mo_Mo141-8,Fareone
Mo_Mo141-1,Fareone
Mo_Mo141-1_161,Fareone
Mo_Mo141-1_162,Fareone
Mo_Mo141-3,Fareone
Mo_Mo141-3_164,Fareone
Mo_Mo141-3_165,Fareone
Mo_Mo141-3_166,Fareone
Mo_Mo141-3_167,Fareone
Mo_Mo142-8,Fareone
Mo_Mo142-1,Fareone
Mo_Mo142-1_170,Fareone
Mo_Mo142-1_171,Fareone
Mo_Mo142-1_172,Fareone
Mo_Mo148-9,Fareone
Mo_Mo148-1,Fareone
Mo_Mo148-2,Fareone
Mo_Mo148-3,Fareone
Mo_Mo148-3_177,Fareone
Mo_Mo148-3_178,Fareone
Mo_Mo151-1,Fareone
Mo_Mo151-3,Fareone
Mo_Mo151-3_181,Fareone
Mo_Mo151-3_182,Fareone
Mo_Mo153-6,Fareone
Mo_Mo153-1,Fareone
Mo_Mo153-1_185,Fareone
Mo_Mo153-1_186,Fareone
Mo_Mo153-1_187,Fareone
Mo_Mo153-3,Fareone
Mo_Mo153-3_189,Fareone
Mo_Mo153-3_190,Fareone
Mo_Mo153-3_191,Fareone
Mo_Mo153-3_192,Fareone
Mo_Mo155-1,Fareone
Mo_Mo155-1_194,Fareone
Mo_Mo155-1_195,Fareone
Mo_Mo155-1_196,Fareone
Mo_Mo155-3,Fareone
Mo_Mo155-3_198,Fareone
Mo_Mo155-3_199,Fareone
Mo_Mo161-9,Fareone
Mo_Mo161-1,Fareone
Mo_Mo161-1_202,Fareone
Mo_Mo161-1_203,Fareone
Mo_Mo161-1_204,Fareone
Mo_Mo161-2,Fareone
Mo_Mo161-2_206,Fareone
Mo_Mo163-7,Fareone
Mo_Mo163-7_208,Fareone
Mo_Mo163-9,Fareone
Mo_Mo163-1,Fareone
Mo_Mo163-1_211,Fareone
Mo_Mo163-1_212,Fareone
Mo_Mo163-1_213,Fareone
Mo_Mo178-6,Fareone
Mo_Mo178-2,Fareone
Mo_Mo178-2_216,Fareone
Mo_Mo178-3,Fareone
Mo_Mo178-3_218,Fareone
Mo_Mo178-3_219,Fareone
Mo_Mo192-6,Fareone
Mo_Mo192-1,Fareone
Mo_Mo192-3,Fareone
Mo_Mo192-3_223,Fareone
Mo_Mo192-3_224,Fareone
Mo_Mo205-1,Fareone
Mo_Mo205-3,Fareone
Mo_Mo205-3_227,Fareone
Mo_Mo205-3_228,Fareone
Mo_Mo207-1,Fareone
Mo_Mo207-1_230,Fareone
Mo_Mo207-2,Fareone
Mo_Mo207-3,Fareone
Mo_Mo207-3_233,Fareone
Mo_Mo207-3_234,Fareone
Mo_Mo207-3_235,Fareone
Mo_Mo217-8,Fareone
Mo_Mo217-1,Fareone
Mo_Mo217-1_238,Fareone
Mo_Mo217-1_239,Fareone
Mo_Mo217-1_240,Fareone
Mo_Mo217-1_241,Fareone
Mo_Mo217-1_242,Fareone
Mo_Mo230-3,Fareone
Mo_Mo243-1,Fareone
Mo_Mo243-2,Fareone
Mo_Mo243-2_246,Fareone
Mo_Mo243-2_247,Fareone
Mo_Mo243-3,Fareone
Mo_Mo243-3_249,Fareone
Mo_Mo282-1,Fareone
Mo_Mo217-1_251,Fareone
Mo_Mo217-2,Fareone
Mo_Mo217-2_253,Fareone
Mo_Mo230-1,Fareone
Mo_Mo230-2,Fareone
Mo_Mo230-3_256,Fareone
Mo_Mo230-3_257,Fareone
Mo_Mo282-1_258,Fareone
Mo_Mo282-2,Fareone
Mo_Mo282-3,Fareone
Mo_Mo282-3_261,Fareone
Mo_Mo282-3_262,Fareone
Mo_Mo282-3_263,Fareone
Mo_Mo282-3_264,Fareone
Puna_Puna1,Puna
Puna_Puna2,Puna
Puna_Puna3,Puna
Puna_Puna4,Puna
Puna_Puna5,Puna
Puna_Puna6,Puna
Puna_Puna7,Puna
Puna_Puna8,Puna
Puna_Puna9,Puna
Puna_Puna1_274,Puna
Puna_Puna1_275,Puna
Puna_Puna1_276,Puna
Puna_Puna1_277,Puna
Puna_Puna1_278,Puna
Puna_Puna1_279,Puna
Puna_Puna1_280,Puna
Puna_Puna1_281,Puna
Puna_Puna1_282,Puna
Puna_Puna1_283,Puna
Puna_Puna2_284,Puna
Puna_Puna2_285,Puna
Puna_Puna2_286,Puna
Puna_Puna2_287,Puna
Puna_Puna2_288,Puna
Puna_Puna2_289,Puna
Tahaa_Taha,Tahaa
Tahaa_Taha_291,Tahaa
Tahaa_Taha_292,Tahaa
Tahaa_Taha_293,Tahaa
Tahaa_Taha_294,Tahaa
Tahaa_Taha_295,Tahaa
Tahaa_Taha_296,Tahaa
Tahaa_Taha_297,Tahaa
Tahaa_Taha_298,Tahaa
Tahaa_Taha_299,Tahaa
Tahaa_Taha_300,Tahaa
Tahaa_Taha_301,Tahaa
Tahaa_Taha_302,Tahaa
Tahaa_Taha_303,Tahaa
Tahaa_Taha_304,Tahaa
Tahaa_Taha_305,Tahaa
Tahaa_Taha_306,Tahaa
Tahaa_Taha_307,Tahaa
Tahaa_Taha_308,Tahaa
Tahaa_Taha_309,Tahaa
Tahaa_Taha_310,Tahaa
Tahaa_Taha_311,Tahaa
Tahaa_Taha_312,Tahaa
Tahaa_Taha_313,Tahaa
Tahaa_Taha_314,Tahaa
Tahaa_Taha_315,Tahaa
Tahaa_Taha_316,Tahaa
Tahaa_Taha_317,Tahaa
Tahaa_Taha_318,Tahaa
Tahaa_Taha_319,Tahaa
Tahaa_Taha_320,Tahaa
Tahaa_Taha_321,Tahaa
Tahaa_Taha_322,Tahaa
Tahaa_Taha_323,Tahaa
Tahaa_Taha_324,Tahaa
Tahaa_Taha_325,Tahaa
Tem_Tem1,Temae
Tem_Tem2,Temae
Tem_Tem3,Temae
Tem_Tem4,Temae
Tem_Tem5,Temae
Tem_Tem6,Temae
Tem_Tem7,Temae
Tem_Tem8,Temae
Tem_Tem9,Temae
Tem_Tem10,Temae
Tem_Tem11,Temae
Tem_Tem12,Temae
Tem_Tem13,Temae
Tem_Tem14,Temae
Tem_Tem15,Temae
Tem_Tem16,Temae
Tem_Tem17,Temae
Tem_Tem18,Temae
Tem_Tem19,Temae
Tem_Tem20,Temae
Tem_Tem21,Temae
Tem_Tem22,Temae
Tem_Tem23,Temae
Tem_Tem24,Temae
Tem_Tem25,Temae
Tem_Tem26,Temae
Tem_Tem27,Temae
Tem_Tem28,Temae
Tem_Tem29,Temae
Tem_Tem30,Temae
Tem_Tem31,Temae
Tem_Tem32,Temae
Tem_Tem33,Temae
Tem_Tem34,Temae
Tem_Tem35,Temae
Tem_Tem36,Temae
Tem_Tem37,Temae
Tem_Tem38,Temae
Tem_Tem39,Temae
Tem_Tem40,Temae
Tem_Tem41,Temae
Tem_Tem42,Temae
Tem_Tem43,Temae
Tem_Tem44,Temae
Tem_Tem45,Temae
Tem_Tem46,Temae
Tem_Tem47,Temae
Tem_Tem48,Temae
Tem_Tem49,Temae
Tem_Tem50,Temae
Tem_Tem51,Temae
Tem_Tem52,Temae
Tem_Tem53,Temae
Tem_Tem54,Temae
Tem_Tem55,Temae
Tem_Tem56,Temae
Tem_Tem57,Temae
Tem_Tem58,Temae
Tem_Tem59,Temae
Tem_Tem60,Temae
Tem_Tem61,Temae
Tem_Tem62,Temae
Tem_Tem63,Temae
Tem_Tem64,Temae
Tetia_Teti,Tetiaroa
Tetia_Teti_391,Tetiaroa
Tetia_Teti_392,Tetiaroa
Tetia_Teti_393,Tetiaroa
Tetia_Teti_394,Tetiaroa
Tetia_Teti_395,Tetiaroa
Tetia_Teti_396,Tetiaroa
Tetia_Teti_397,Tetiaroa
Tetia_Teti_398,Tetiaroa
Tetia_Teti_399,Tetiaroa
Tetia_Teti_400,Tetiaroa
Tetia_Teti_401,Tetiaroa
Tetia_Teti_402,Tetiaroa
Tetia_Teti_403,Tetiaroa
Tetia_Teti_404,Tetiaroa
Tetia_Teti_405,Tetiaroa
Tetia_Teti_406,Tetiaroa
Tetia_Teti_407,Tetiaroa
Tetia_Teti_408,Tetiaroa
Tetia_Teti_409,Tetiaroa
Tetia_Teti_410,Tetiaroa
Tetia_Teti_411,Tetiaroa
Tetia_Teti_412,Tetiaroa
Tetia_Teti_413,Tetiaroa
Tetia_Teti_414,Tetiaroa
Tetia_Teti_415,Tetiaroa
Tetia_Teti_416,Tetiaroa
Tetia_Teti_417,Tetiaroa
Tetia_Teti_418,Tetiaroa
Tetia_Teti_419,Tetiaroa
Tetia_Teti_420,Tetiaroa
Tetia_Teti_421,Tetiaroa
Tetia_Teti_422,Tetiaroa
Tetia_Teti_423,Tetiaroa
Tetia_Teti_424,Tetiaroa
Tetia_Teti_425,Tetiaroa
Tetia_Teti_426,Tetiaroa
Tetia_Teti_427,Tetiaroa
Tetia_Teti_428,Tetiaroa
Tetia_Teti_429,Tetiaroa
Tetia_Teti_430,Tetiaroa
Tetia_Teti_431,Tetiaroa
Tetia_Teti_432,Tetiaroa
Tetia_Teti_433,Tetiaroa
Tetia_Teti_434,Tetiaroa
Tetia_Teti_435,Tetiaroa
Tetia_Teti_436,Tetiaroa
Tetia_Teti_437,Tetiaroa
Tetia_Teti_438,Tetiaroa
Tetia_Teti_439,Tetiaroa
Tetia_Teti_440,Tetiaroa
Tetia_Teti_441,Tetiaroa
Taka_Taka1,Takapoto
Taka_Taka3,Takapoto
Taka_Taka4,Takapoto
Taka_Taka9,Takapoto
Taka_Taka1_5,Takapoto
Taka_Taka1_6,Takapoto
Taka_Taka1_7,Takapoto
Taka_Taka1_8,Takapoto
Taka_Taka1_9,Takapoto
Taka_Taka1_10,Takapoto
Taka_Taka1_11,Takapoto
Taka_Taka1_12,Takapoto
Taka_Taka1_13,Takapoto
Taka_Taka2,Takapoto
Taka_Taka2_15,Takapoto
Taka_Taka2_16,Takapoto
Taka_Taka2_17,Takapoto
Taka_Taka2_18,Takapoto
Taka_Taka2_19,Takapoto
Taka_Taka2_20,Takapoto
Taka_Taka2_21,Takapoto
Taka_Taka2_22,Takapoto
Taka_Taka2_23,Takapoto
Taka_Taka3_24,Takapoto
Taka_Taka3_25,Takapoto
Taka_Taka3_26,Takapoto
Taka_Taka3_27,Takapoto
Taka_Taka3_28,Takapoto
Taka_Taka3_29,Takapoto
Taka_Taka3_30,Takapoto
Rangi_Rang,Rangiroa
Rangi_Rang_32,Rangiroa
Rangi_Rang_33,Rangiroa
Rangi_Rang_34,Rangiroa
Rangi_Rang_35,Rangiroa
Rangi_Rang_36,Rangiroa
Rangi_Rang_37,Rangiroa
Rangi_Rang_38,Rangiroa
Rangi_Rang_39,Rangiroa
Rangi_Rang_40,Rangiroa
Rangi_Rang_41,Rangiroa
Rangi_Rang_42,Rangiroa
Rangi_Rang_43,Rangiroa
Rangi_Rang_44,Rangiroa
Rangi_Rang_45,Rangiroa
Rangi_Rang_46,Rangiroa
Rangi_Rang_47,Rangiroa
Rangi_Rang_48,Rangiroa
Rangi_Rang_49,Rangiroa
Rangi_Rang_50,Rangiroa
Rangi_Rang_51,Rangiroa
Rangi_Rang_52,Rangiroa
Rangi_Rang_53,Rangiroa
Rangi_Rang_54,Rangiroa
Rangi_Rang_55,Rangiroa
Rangi_Rang_56,Rangiroa
Rangi_Rang_57,Rangiroa
Rangi_Rang_58,Rangiroa
Rangi_Rang_59,Rangiroa
Rangi_Rang_60,Rangiroa
Rangi_Rang_61,Rangiroa
Rangi_Rang_62,Rangiroa
Rangi_Rang_63,Rangiroa
Rangi_Rang_64,Rangiroa
Rangi_Rang_65,Rangiroa
Rangi_Rang_66,Rangiroa
Rangi_Rang_67,Rangiroa
Rangi_Rang_68,Rangiroa
Rangi_Rang_69,Rangiroa
Rangi_Rang_70,Rangiroa
Rangi_Rang_71,Rangiroa
Rangi_Rang_72,Rangiroa
Rangi_Rang_73,Rangiroa
