304	331	589	523	360	565	542	590
Lion_Lion1	1	131	124	189	144	210	151	188	173
Lion_Lion1	1	131	127	215	148	230	153	204	197
Lion_Lion2	1	141	121	221	120	228	139	184	141
Lion_Lion2	1	143	121	269	150	232	155	188	153
Lion_Lion3	1	133	127	203	140	228	139	212	165
Lion_Lion3	1	143	127	223	142	232	151	252	179
Lion_Lion4	1	119	121	203	134	232	139	182	173
Lion_Lion4	1	143	121	207	154	244	151	194	173
Lion_Lion5	1	131	121	197	152	216	153	228	165
Lion_Lion5	1	141	124	247	160	256	153	242	165
Lion_Lion6	1	131	121	193	150	204	153	176	157
Lion_Lion6	1	141	121	201	152	234	169	228	163
Lion_Lion7	1	119	133	195	140	230	153	184	165
Lion_Lion7	1	143	133	243	144	238	159	186	179
Lion_Lion8	1	141	121	195	148	228	151	232	163
Lion_Lion8	1	141	127	247	168	228	155	242	185
Lion_Lion9	1	143	121	215	156	226	139	228	167
Lion_Lion9	1	145	124	217	168	228	155	234	173
Lion_Lion10	1	131	127	235	146	232	153	198	165
Lion_Lion10	1	135	130	241	160	258	177	202	167
Lion_Lion11	1	133	118	207	142	230	151	228	157
Lion_Lion11	1	143	121	241	154	232	185	258	157
Lion_Lion13	1	133	121	183	140	230	151	204	165
Lion_Lion13	1	141	127	205	144	234	173	218	175
Lion_Lion14	1	143	121	175	154	222	151	252	157
Lion_Lion14	1	155	127	185	164	256	175	258	187
Lion_Lion15	1	131	121	209	132	210	151	202	165
Lion_Lion15	1	135	127	237	140	230	153	274	183
Lion_Lion16	1	131	121	203	150	216	151	182	171
Lion_Lion16	1	169	130	203	170	224	153	186	175
Lion_Lion17	1	133	121	201	148	226	153	228	141
Lion_Lion17	1	141	127	249	164	228	191	252	167
Lion_Lion18	1	131	127	199	148	210	139	208	163
Lion_Lion18	1	143	127	201	156	226	151	212	175
Lion_Lion19	1	143	115	189	140	228	157	234	167
Lion_Lion19	1	153	121	237	166	228	173	242	185
Lion_Lion20	1	159	121	213	134	210	151	186	175
Lion_Lion20	1	159	124	215	142	232	175	240	183
Lion_Lion21	1	131	118	259	134	228	151	212	163
Lion_Lion21	1	141	121	273	134	244	153	214	197
Lion_Lion22	1	131	121	173	152	224	151	182	169
Lion_Lion22	1	131	124	221	156	238	153	254	187
Lion_Lion23	1	129	121	175	140	212	151	204	141
Lion_Lion23	1	141	127	207	140	234	153	218	175
Lion_Lion24	1	143	121	187	130	226	151	236	163
Lion_Lion24	1	147	124	211	150	230	151	256	189
Lion_Lion25	1	141	124	191	140	228	151	242	165
Lion_Lion25	1	149	127	211	152	232	155	254	179
Lion_Lion26	1	131	124	169	120	210	151	196	165
Lion_Lion26	1	157	142	219	138	226	155	252	179
Lion_Lion27	1	131	121	191	162	226	151	210	141
Lion_Lion27	1	133	127	207	168	226	159	238	165
Lion_Lion28	1	131	118	189	138	234	151	252	163
Lion_Lion28	1	131	121	217	142	238	167	270	173
Lion_Lion29	1	119	118	193	138	232	139	256	151
Lion_Lion29	1	151	121	247	146	244	153	264	163
Lion_Lion30	1	131	121	183	140	216	151	190	165
Lion_Lion30	1	143	121	207	154	230	153	234	191
Lion_Lion31	1	131	121	207	120	210	153	186	141
Lion_Lion31	1	141	124	273	136	226	173	254	187
Lion_Lion32	1	131	118	195	120	234	139	188	141
Lion_Lion32	1	135	133	247	166	234	151	252	157
Lion_Lion33	1	141	121	189	152	226	153	186	161
Lion_Lion33	1	143	130	191	162	260	173	242	165
Lion_Lion34	1	143	133	189	134	222	151	252	161
Lion_Lion34	1	143	133	247	150	226	151	252	167
Lion_Lion36	1	143	124	205	140	226	151	208	137
Lion_Lion36	1	151	127	213	144	234	155	252	165
Lion_Lion38	1	131	121	169	156	224	151	188	141
Lion_Lion38	1	143	130	185	174	232	159	258	165
Lion_Lion39	1	139	133	181	124	210	151	230	155
Lion_Lion39	1	139	142	195	140	234	153	256	173
Lion_Lion40	1	153	121	189	134	224	151	188	161
Lion_Lion40	1	153	124	207	152	230	159	258	179
Lion_Lion41	1	131	121	201	140	226	151	204	193
Lion_Lion41	1	145	124	245	170	228	155	258	195
Lion_Lion42	1	143	124	181	128	230	151	212	169
Lion_Lion42	1	157	127	205	152	244	151	216	175
Lion_Lion43	1	133	121	185	120	228	151	200	155
Lion_Lion43	1	147	124	241	156	232	151	218	161
Lion_Lion44	1	145	121	185	146	216	139	196	151
Lion_Lion44	1	151	121	187	158	230	151	256	175
Lion_Lion45	1	131	121	207	146	210	151	192	157
Lion_Lion45	1	143	124	217	146	230	153	260	179
Lion_Lion46	1	143	118	217	142	220	153	186	161
Lion_Lion46	1	143	121	237	148	228	153	188	197
Lion_Lion47	1	129	121	207	134	228	151	218	163
Lion_Lion47	1	161	127	207	168	232	153	256	167
Lion_Lion48	1	141	121	189	136	210	139	188	143
Lion_Lion48	1	151	124	215	170	228	151	208	159
Lion_Lion49	1	141	115	199	136	210	151	212	157
Lion_Lion49	1	153	118	265	140	228	151	256	179
Lion_Lion50	1	137	115	189	136	232	169	182	157
Lion_Lion50	1	145	121	269	164	234	177	192	165
Lion_Lion51	1	143	118	189	134	226	153	228	163
Lion_Lion51	1	157	127	207	144	234	167	254	165
Lion_Lion52	1	143	115	195	140	226	151	238	171
